SI16_21G	SI16_23G	SI18_30G	SI18_48G	SI18_52G	SI16_22G	SI18_15G	SI18_16G	SI18_18G	SI18_22G	SI16_1G	SI16_2G	SI16_3G	SI18_47G	SI18_49G
LOC117806503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
galcb	940	504	503	480	515	332	547	432	272	526	69	145	237	248	113
ak7b	4	1	7	12	2	149	10	1	8	16	2840	2482	1478	504	213
si:dkey-288a3.2	13	8	3	15	8	32	7	2	17	1	107	23	152	84	24
vrk1	602	560	724	617	681	858	666	722	582	723	2013	1720	1991	1645	904
LOC117806759	0	0	0	0	0	0	2	0	0	0	3	6	5	6	4
trnae-uuc_62	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LOC117806507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcl11ba	1	1	0	1	0	2	5	0	1	1	11	8	9	18	11
LOC117806317	61	77	16	29	18	80	14	9	6	1	53	58	120	104	64
setd3	244	183	237	337	250	145	157	87	87	139	422	464	343	271	191
hhipl1	52	21	4	6	6	27	11	4	1	9	20	14	74	44	25
ism2a	43	33	22	51	30	46	49	56	82	0	85	13	22	44	15
nsd2	856	475	293	455	406	355	222	101	77	225	865	729	1378	1790	691
letm1	70	129	17	16	27	207	31	15	38	18	358	265	433	305	190
fgfr3	73	55	10	19	32	32	25	17	32	17	18	6	47	155	68
LOC117806387	4	41	0	2	1	19	0	2	17	2	2	6	7	36	45
LOC117806390	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1
LOC117806391	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1
LOC117806621	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4
LOC117806565	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
LOC117806436	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
foxi2	1	0	0	0	0	1	1	0	0	0	4	8	5	40	8
LOC117806690	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0
cfd	52	133	106	73	37	875	663	1096	1330	604	164	293	948	951	1184
LOC117805790	0	0	0	1	0	7	0	0	0	0	11	65	6	21	11
c22h20orf194	38	13	5	10	6	267	15	4	9	5	5795	4393	3316	515	422
ky	3	3	1	1	0	0	1	0	0	0	6	3	11	52	18
slc4a11	6	7	9	9	17	26	9	5	11	10	91	132	54	114	41
LOC117806817	0	0	0	0	0	0	0	0	0	0	1	0	1	8	2
rpia	502	700	516	243	624	460	413	203	166	325	209	216	483	606	363
eif2ak3	142	153	32	46	49	178	22	14	26	24	1177	996	1291	924	449
atrn	7	15	2	6	3	62	13	12	7	10	322	260	275	156	89
LOC117806151	73	187	184	80	141	259	208	142	445	93	0	0	0	1	0
LOC117806919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806589	0	1	2	2	3	3	7	3	5	4	0	0	2	1	2
LOC117806394	4	2	0	13	0	3	1	1	0	1	7	1	6	3	0
LOC117806655	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4
LOC117806790	2	3	34	0	4	7	5	29	30	34	0	1	0	4	3
LOC117806789	72	62	37	23	30	33	116	5	26	33	1	0	6	7	7
noto	0	3	2	1	1	1	1	0	1	10	1	0	4	10	3
emx1	0	0	0	0	1	0	1	0	2	0	7	0	1	8	1
sfxn5a	36	19	7	16	5	44	7	6	15	9	187	205	162	199	66
rab11fip5a	318	231	184	124	293	182	69	42	32	145	113	146	552	458	275
LOC117806041	2	0	5	5	2	0	2	5	2	15	1	0	0	2	1
LOC117806040	0	0	0	0	0	1	0	0	0	1	1	0	1	9	1
mavs	21	108	48	27	12	43	14	10	15	25	236	52	155	159	78
pank2	172	180	177	258	228	528	227	169	236	228	1721	1239	1890	1345	798
loxl3b	17	27	2	8	1	63	22	21	15	14	95	81	159	205	135
mrps26	1365	1741	1365	1207	1311	1085	1361	592	666	857	179	237	353	355	257
LOC117806305	1	3	0	0	2	0	2	0	2	1	19	8	15	4	2
si:dkey-33c12.3	0	0	0	0	0	4	0	0	0	0	4	4	9	43	12
LOC117806303	4	8	6	2	4	6	4	6	6	0	2	1	10	16	7
LOC117806067	1	1	0	0	0	0	0	0	0	1	2	4	8	3	0
si:dkey-33c12.4	1441	1968	1109	1117	1240	966	625	342	403	660	2028	1717	2672	1653	682
alms1	423	86	472	351	663	216	227	269	298	249	12352	7114	5772	1907	749
dctn1b	53	44	6	48	60	69	18	25	17	44	1099	633	420	324	145
LOC117806733	226	138	172	172	166	119	167	81	46	138	89	102	111	121	91
slc39a8	3	28	1	5	6	68	8	5	19	11	71	82	212	265	141
manba	24	343	180	104	9	134	184	82	41	94	76	115	285	86	125
LOC117805913	8748	14829	6899	7021	8162	9238	3751	1779	1675	3410	4197	3398	3570	3440	2477
zmp:0000000662	205	135	135	130	172	76	85	32	31	95	107	106	161	147	70
LOC117806166	3	6	4	5	2	54	6	3	3	8	3	5	18	66	39
wdr32	279	253	128	78	142	145	44	18	19	60	570	525	399	396	231
hhipl2	5	5	9	20	4	25	6	0	3	2	45	40	110	189	52
marc1	207	294	195	216	208	127	215	167	70	183	17	23	62	163	87
kcnk3b	0	3	0	1	0	2	0	2	1	1	2	3	1	10	1
ezra	1	2	5	4	3	4	5	7	4	1	6	12	40	67	21
nenf	68	78	28	40	13	49	18	10	9	13	29	18	43	60	37
pacc1	17	48	8	23	27	206	29	49	51	26	109	143	379	717	338
znf106a	123	110	68	111	81	157	38	18	48	63	561	434	982	1306	642
capn3a	0	2	1	0	0	2	3	0	2	1	17	28	33	68	42
ganc	120	67	101	124	144	107	155	85	96	93	80	174	285	402	172
LOC117806768	39	69	8	5	8	75	13	11	12	8	135	166	216	249	162
vps39	212	112	158	115	86	70	49	22	37	48	437	345	331	362	207
galnt16	6	4	2	8	1	53	5	17	8	3	19	17	24	157	48
numb	203	132	102	91	123	119	61	39	28	69	601	420	330	367	123
exd2	3830	2660	3675	4206	5356	1394	3088	1353	1331	4218	408	451	469	346	213
LOC117805855	2	2	1	0	1	3	0	0	3	1	3	2	2	3	0
si:ch211-168d23.3	0	3	1	1	2	0	1	0	2	0	1	1	4	7	2
LOC117806034	1057	1446	1080	1158	1413	1734	1196	948	940	1172	813	1066	1510	1615	1254
psen1	405	311	200	177	248	557	83	57	82	114	2840	2858	2452	1120	875
paplna	8	4	2	6	4	6	6	1	11	1	12	13	41	137	22
LOC117806520	0	2	4	3	2	128	13	14	32	2	36	25	171	159	105
LOC117805993	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC117806521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117805992	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
LOC117805981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117805978	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC117806522	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LOC117806523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806525	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC117805980	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC117805979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117805986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117805984	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC117805974	4	6	10	6	10	111	3	3	6	10	3150	1433	1668	418	244
LOC117806530	0	0	0	1	0	7	1	2	4	0	3	4	26	21	9
LOC117805982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117806535	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC117805985	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LOC117805983	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
LOC117805994	1	3	0	0	0	3	0	0	0	0	0	0	1	0	0
LOC117805975	0	1	5	0	0	20	4	0	1	2	276	218	642	74	24
LOC117805976	1	4	1	2	5	25	8	3	6	2	10	10	65	32	20
ccdc177	62	31	47	36	42	116	36	22	36	41	362	298	324	330	132
LOC117806537	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
LOC117806538	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LOC117805989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117805987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC117806540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117805990	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
LOC117806541	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC117805991	0	1	0	0	0	2	1	2	1	0	2	0	3	2	5
smoc1	9	15	2	9	13	201	22	29	20	31	25	40	299	157	110
plekhd1	0	1	1	0	1	1	0	0	1	1	26	23	72	93	19
slc39a9	839	662	610	399	849	375	384	106	89	215	219	222	317	357	191
rbm25a	1190	750	749	880	956	504	539	205	158	515	792	853	1002	623	379
LOC117806113	0	0	0	0	0	6	0	0	1	0	14	19	15	2	4
arg2	131	39	14	6	10	17	24	43	29	26	26	40	48	84	73
vti1b	192	197	152	204	201	206	92	75	76	135	313	344	356	363	267
rdh12	15	31	2	13	6	56	8	3	10	7	36	38	101	215	103
zfyve26	325	258	89	101	141	161	65	25	26	46	282	200	272	321	180
si:ch211-10a23.2	1	2	1	0	0	3	1	0	0	1	26	7	15	33	8
plek2	1	1	0	0	0	1	0	0	3	1	5	1	6	36	22
LOC117806594	0	1	0	0	1	0	1	0	1	0	0	1	0	8	2
fbln5	10	10	1	3	1	11	0	4	6	0	7	11	13	39	19
trip11	402	233	172	273	302	140	127	79	61	190	496	478	505	392	160
golga5	692	460	483	615	651	211	364	198	202	447	265	262	281	398	190
rtf1	862	654	719	638	924	682	408	217	187	509	4249	2797	2918	1697	897
ndufaf1	218	269	266	274	267	257	136	158	84	283	64	49	130	127	74
nusap1	1490	1745	1626	1204	1848	2276	1128	787	1031	1177	5066	4676	4280	2064	1662
oip5	186	331	148	129	177	301	157	114	77	167	340	323	383	176	175
LOC117806455	64	60	83	40	62	76	39	16	19	35	90	87	124	192	91
chp1	880	856	513	726	683	497	551	289	222	467	187	230	359	359	326
lgmn	484	477	612	1432	955	981	588	326	420	707	2118	1773	1566	2206	1078
pcnx1	256	88	157	118	187	65	68	29	48	92	437	309	364	265	104
med6	1351	754	873	1278	1168	1068	1574	1055	584	1184	278	289	335	593	340
LOC117806346	0	3	1	2	1	9	3	2	2	1	10	18	68	94	52
map3k9	71	54	23	20	34	27	4	5	3	9	12	18	26	219	39
slc8a3	7	2	10	6	9	2	2	3	1	6	4	3	0	9	3
LOC117806290	198	206	102	177	155	257	161	51	55	124	196	136	144	95	75
LOC117806284	39	18	20	23	35	58	18	20	23	30	33	36	29	29	28
LOC117806292	36	17	7	1	2	18	3	5	0	12	12	12	27	32	12
LOC117806282	279	224	310	192	379	152	196	158	194	253	134	153	332	293	135
dcaf5	275	225	74	95	131	196	28	15	22	32	164	154	217	365	187
pacs2	31	18	10	6	5	6	2	2	2	6	11	16	28	59	12
srsf5a	1575	1656	1371	1408	1709	1661	813	506	567	865	3332	3432	4169	2727	1701
LOC117806286	6	1	1	5	3	19	3	1	8	6	32	31	61	69	33
synj2bp	592	711	443	370	512	425	252	169	120	328	177	171	241	307	182
lgals3a	516	612	491	438	1250	669	479	264	310	445	758	804	1063	802	610
gmfb	230	291	54	72	97	299	63	31	59	69	189	215	651	576	365
cnih1	707	806	358	671	528	749	483	168	261	433	773	836	831	582	523
cdkn3	499	570	454	412	523	673	470	388	323	558	923	1020	865	403	312
LOC117806401	0	0	0	5	4	2	1	3	0	3	5	3	97	99	10
sos2	487	263	195	222	328	81	93	35	24	92	1045	813	603	338	190
dmac2l	164	193	194	210	232	217	157	240	126	155	101	229	212	232	103
cdkl1	6	7	1	6	4	9	8	4	4	5	13	9	11	30	12
map4k5	1071	467	889	828	1043	308	545	354	368	773	1509	1173	1280	747	397
atl1	1	40	0	8	1	3	5	1	2	1	56	57	120	443	92
sav1	811	355	521	508	551	235	348	137	144	362	263	224	297	296	194
nin	349	86	214	221	245	48	67	35	34	137	45	38	90	133	69
LOC117806257	3	8	1	7	1	9	4	3	7	14	6	12	33	107	42
pygl	279	160	153	190	151	263	222	146	169	197	159	227	910	1043	342
trim9	1	1	0	0	1	1	1	1	0	0	0	0	0	2	0
LOC117806547	4	2	0	3	2	13	2	2	4	5	6	4	12	19	27
LOC117805725	8	0	0	1	1	5	3	3	3	0	3	3	17	19	15
LOC117806695	5	18	5	11	14	43	40	47	49	22	31	72	147	173	119
LOC117806178	74	56	54	44	71	53	45	52	45	66	282	144	217	143	51
zgc:109986	654	679	619	522	899	450	408	196	138	370	36	31	88	127	53
LOC117806179	8	5	3	2	1	4	4	1	2	2	1	1	2	2	2
baz1a	2209	897	1280	1360	1676	444	794	167	160	911	3552	2427	2364	1025	587
cfl2	1666	1075	1597	1825	1781	1773	1378	1011	1181	1731	4623	4200	3115	1896	1396
LOC117805729	2	2	0	2	2	12	7	0	3	1	35	82	98	337	90
LOC117805730	5	1	2	0	3	14	5	1	10	4	12	49	67	111	101
dkc1	4450	3938	6720	7983	7740	3601	4761	2841	4579	6280	931	945	2229	1990	1102
LOC117806883	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0
im:7136021	118	104	203	121	195	95	121	149	190	162	30	40	114	84	46
cinp	389	207	302	564	460	367	683	747	289	425	750	794	632	365	202
znf839	1125	440	922	925	1121	445	614	320	343	855	2206	1827	1622	969	581
tecpr2	39	27	28	25	22	114	12	4	13	16	859	709	603	591	169
hectd1	1547	779	903	1095	1332	450	673	408	401	921	7650	5209	5265	2307	868
ap4s1	169	196	215	166	207	257	174	127	110	88	117	139	181	247	155
strn3	29	6	13	12	17	9	7	5	8	16	42	25	40	38	10
scfd1	212	182	149	208	220	449	176	149	186	206	3525	2137	1809	937	661
g2e3	99	70	94	74	92	155	88	36	44	74	784	484	789	411	232
ehd4	11	22	1	3	2	20	1	2	4	9	7	11	25	31	16
sptbn5	282	72	179	136	208	117	119	30	68	88	819	1085	646	798	264
foxg1a	1	16	3	2	3	4	3	2	1	8	27	17	18	26	13
LOC117806569	0	0	0	0	1	0	1	0	0	0	1	4	3	16	7
eapp	583	448	565	622	692	334	471	383	332	491	250	260	258	352	167
LOC117806220	543	691	159	236	284	454	92	53	74	54	321	353	513	498	317
egln3	18	16	10	21	17	74	11	15	10	9	97	138	162	267	122
LOC117806548	1	3	6	0	2	3	1	0	1	0	3	3	0	9	5
LOC117807379	62	71	16	26	30	56	18	17	13	12	227	222	186	214	143
LOC117807738	7	11	0	0	1	3	0	7	1	2	5	3	5	49	19
fga	0	0	0	0	1	2	2	1	0	0	0	1	1	24	6
LOC117807739	1	0	0	1	0	0	0	0	0	0	1	0	1	2	0
fgb	1	0	3	5	2	9	10	3	5	1	0	1	1	19	3
LOC117807356	0	0	0	0	0	0	1	2	0	1	0	0	0	1	1
LOC117807740	0	1	0	0	0	2	4	0	2	2	1	2	10	10	7
LOC117807741	0	0	2	0	0	1	0	0	2	1	1	0	2	1	1
LOC117807357	3	0	1	2	0	24	6	5	9	3	2	4	21	32	17
rnf175	124	86	77	106	126	91	100	56	66	78	88	104	151	173	79
LOC117807359	336	804	168	661	308	2121	257	634	375	319	93	120	255	263	239
LOC117807899	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
LOC117807897	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0
LOC117807878	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0
LOC117807880	0	2	2	0	1	2	0	0	0	0	0	0	3	0	5
LOC117807898	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
LOC117807877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117807742	1	0	0	0	0	0	0	0	0	0	3	0	0	5	0
LOC117807361	213	150	215	176	264	162	268	156	46	295	610	524	767	370	203
LOC117807475	103	81	31	52	66	78	31	12	37	23	197	158	388	593	243
si:ch73-269m23.5	0	1	1	0	0	6	2	2	2	1	34	42	49	57	30
LOC117807843	16	21	6	14	10	66	16	10	29	7	474	399	531	482	203
LOC117807453	0	0	0	1	1	4	3	0	2	1	33	17	32	32	18
LOC117807743	12	32	2	1	0	179	26	2	15	16	33	42	221	326	164
LOC117807094	4	8	2	1	1	6	2	0	1	2	9	8	15	30	10
cfi	1	2	1	4	0	4	1	0	0	0	4	43	6	23	9
LOC117807043	9	35	13	9	4	61	12	16	17	11	15	35	103	119	60
LOC117807417	1	1	0	2	4	15	10	2	5	1	13	2	11	6	19
LOC117807426	0	0	0	0	0	1	4	0	17	0	9	5	11	46	15
LOC117807724	0	0	0	0	0	8	0	0	0	0	2	2	0	22	2
aimp1b	0	0	0	0	0	4	1	1	0	20	2	2	2	14	3
LOC117807721	74	128	33	17	39	39	29	24	29	28	22	29	55	159	65
LOC117807744	0	0	0	0	0	0	0	0	0	0	0	2	6	1	2
LOC117807083	1	2	1	0	1	1	0	0	0	2	0	0	1	1	2
LOC117807082	32	18	13	16	18	17	10	1	2	17	21	27	47	40	15
LOC117807253	0	0	0	0	0	1	0	5	1	2	0	1	2	3	3
LOC117807251	0	14	4	128	60	1019	35	536	99	24	89	134	147	1086	222
LOC117807252	7	70	166	1177	211	5683	751	3328	808	222	588	752	3530	9248	3807
LOC117807720	1	0	0	1	2	1	0	0	0	0	0	0	0	2	1
LOC117807085	0	0	0	3	0	1	6	0	0	0	2	7	1	7	9
LOC117807086	2	0	4	11	0	2	7	8	2	4	2	1	5	5	11
LOC117807435	2	0	3	10	0	3	4	22	1	2	3	1	2	15	11
LOC117807047	1	8	1	7	1	19	3	6	3	2	11	13	16	50	33
LOC117807049	0	0	0	0	0	3	0	0	0	0	1	1	4	6	4
LOC117807050	0	0	2	1	0	5	0	16	0	7	4	0	6	18	11
LOC117807001	0	0	0	0	1	0	0	1	0	0	3	1	1	8	7
LOC117807745	0	0	0	0	0	1	0	0	0	1	5	2	38	2	1
LOC117807746	2	41	1	0	0	8	11	3	4	5	0	0	14	42	0
LOC117807747	0	0	1	1	0	1	0	3	1	0	0	0	2	7	3
LOC117807002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC117807749	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC117807750	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC117807012	176	328	237	322	160	330	422	177	237	824	3	0	0	12	5
LOC117807751	0	0	0	1	0	0	7	5	0	0	0	0	0	0	0
LOC117807614	0	2	2	0	0	0	3	0	0	0	1	1	0	0	0
LOC117807095	0	32	0	0	2	0	0	0	0	1	1	1	2	12	3
LOC117807096	0	0	0	0	0	19	6	0	0	0	0	0	1	1	0
LOC117807752	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC117807097	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
LOC117807753	0	0	0	0	0	10	1	0	0	0	2	0	0	2	2
LOC117807754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117807755	0	0	0	0	0	2	2	0	0	0	0	1	0	9	1
LOC117807472	1	0	0	0	0	0	0	15	24	0	0	0	0	0	0
LOC117807756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117807590	0	1	0	2	2	0	4	11	0	0	2	1	1	5	2
LOC117807477	2	6	10	7	7	2	1	5	3	4	3	1	0	17	1
LOC117807478	15	41	155	443	82	2541	257	3804	360	158	244	618	1495	2777	2116
LOC117807479	0	0	0	0	0	0	0	1	0	2	1	2	1	16	6
LOC117807175	20	90	321	1951	248	6252	1025	15342	1722	390	911	1776	3949	11338	8819
LOC117806995	0	0	0	38	9	57	33	540	62	1	37	73	15	17	492
LOC117807768	268	222	169	133	357	168	148	40	33	118	4	4	13	24	11
LOC117807770	0	0	0	0	0	1	0	0	0	1	0	2	2	3	5
LOC117807769	0	0	1	0	0	1	0	0	1	0	2	2	2	9	5
LOC117807196	31	42	5	8	3	72	6	0	3	2	510	539	368	135	80
LOC117807198	4	2	3	3	1	11	1	2	4	0	109	34	42	13	8
LOC117807197	43	109	15	29	18	181	22	11	35	13	922	987	469	280	208
LOC117807758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117807698	0	0	0	0	1	11	2	0	0	0	8	48	23	5	3
LOC117807759	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
LOC117807699	0	0	0	0	0	0	0	0	1	1	1	3	0	7	2
LOC117807697	8	13	24	14	7	21	9	3	8	4	24	37	22	125	30
LOC117807349	2480	1652	2991	3255	3171	1079	2283	1384	1243	3024	1793	1834	2617	1647	1107
LOC117807053	0	1	0	1	1	1	0	7	1	1	5	3	10	40	9
LOC117807760	0	0	0	0	1	1	0	0	0	0	2	0	27	5	4
LOC117807487	1	0	1	6	4	7	1	0	3	2	11	5	13	25	5
tec	8	8	18	1	8	58	23	18	21	6	18	26	62	72	36
txk	4	4	5	2	4	42	5	13	13	3	14	15	50	90	46
LOC117807061	0	0	0	0	0	19	2	0	3	1	107	58	68	119	40
LOC117807322	75	54	63	68	81	94	60	77	118	70	217	188	833	928	336
LOC117807827	52	24	82	67	57	73	79	44	101	125	383	231	334	505	203
LOC117807556	1	1	0	1	0	6	1	2	1	1	4	7	14	18	3
LOC117807564	212	294	119	164	190	86	49	47	35	111	60	31	139	241	80
LOC117807678	149	62	34	45	74	19	21	6	1	20	61	51	98	70	22
LOC117807470	161	90	141	98	192	42	55	6	9	80	211	160	271	223	73
anapc10	463	432	469	521	492	528	426	407	280	499	406	323	316	187	177
abce1	3279	2618	3775	3386	4810	2304	3160	3208	2444	4636	1489	1324	2394	1219	971
otud4	547	526	440	585	587	576	210	74	121	248	1734	1318	1607	1705	1120
LOC117807854	0	0	0	0	0	23	0	0	2	0	363	265	128	140	36
LOC117807566	0	0	0	0	1	4	1	6	9	0	1	0	1	7	1
slc10a7	117	179	32	61	31	108	25	26	32	25	121	97	238	218	127
ttc29	32	58	21	6	16	228	12	30	13	14	2343	2049	1238	393	288
LOC117807399	0	0	6	17	3	8	7	7	21	5	3	1	3	7	4
LOC117807400	7	20	27	18	19	54	24	21	32	45	556	481	660	796	283
LOC117807402	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LOC117807323	4	9	1	0	6	17	4	5	13	10	74	69	66	94	12
LOC117807327	1	2	0	0	0	4	0	0	0	0	24	37	16	17	11
LOC117807324	16	0	2	1	0	3	11	6	15	1	49	15	27	60	68
LOC117807326	2	2	2	3	5	17	0	1	1	2	120	81	176	77	67
LOC117807273	446	265	208	324	455	113	94	44	41	116	385	327	543	692	237
LOC117807838	0	3	5	0	1	30	3	0	1	1	1059	562	614	234	77
LOC117807497	0	1	0	2	0	52	4	3	24	8	12	2	22	75	33
LOC117807589	0	0	0	0	0	2	0	0	0	0	2	4	15	15	1
LOC117807624	4	1	3	2	2	9	5	6	2	5	3	9	56	6	6
LOC117807626	2	2	7	0	6	10	2	1	1	3	0	7	28	24	8
LOC117807625	116	11	191	6	64	95	3	5	24	28	4	9	35	159	28
LOC117807623	5	6	2	7	4	164	83	19	10	9	7	13	37	29	9
LOC117807628	6	0	0	0	3	10	4	2	0	3	1	3	7	24	15
LOC117807005	34	50	56	59	49	47	88	49	53	43	70	64	113	172	83
LOC117807007	5	11	5	17	11	44	3	4	12	14	268	278	194	149	112
LOC117807009	0	0	0	0	1	2	0	0	0	0	0	0	1	6	6
LOC117807847	10	2	2	2	0	9	0	1	1	0	87	32	41	41	16
cnpy3	35	64	34	29	28	26	28	12	9	64	35	45	78	94	34
LOC117807761	33	73	18	76	37	38	29	16	21	38	33	55	77	59	54
stk26	267	401	115	161	153	233	71	30	56	59	93	109	353	665	283
zgc:77880	10	10	5	6	3	14	2	4	8	1	55	51	53	62	29
LOC117807615	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0
LOC117807351	126	127	72	99	88	106	90	20	36	62	1046	698	731	535	149
LOC117807219	138	177	90	112	124	209	54	27	74	52	558	307	811	1003	285
LOC117807451	0	0	1	0	0	13	0	1	0	0	40	16	106	34	9
LOC117807031	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0
LOC117807762	3	0	1	2	0	3	2	0	1	0	0	0	2	14	2
LOC117807032	0	0	0	2	0	2	0	0	0	1	2	1	2	20	5
LOC117807763	4	2	1	2	1	11	1	1	0	2	1	3	4	37	8
dysf	7	2	3	1	5	4	0	4	4	3	10	1	16	34	14
LOC117807513	2	1	0	2	0	2	0	0	0	0	5	2	2	3	3
LOC117807496	0	0	0	0	0	1	0	0	1	2	0	0	0	2	1
exoc6b	400	283	264	385	418	213	246	94	130	249	1400	939	962	425	250
tkfc	28	92	14	11	18	20	6	7	9	11	10	7	40	62	30
si:dkey-9k7.3	0	0	0	5	0	28	6	3	2	2	38	34	32	68	28
LOC117807459	2	1	6	6	5	6	14	6	5	2	5	3	11	66	17
cmasa	705	492	434	523	628	295	202	75	96	272	407	398	638	766	326
ovol1a	274	230	182	186	290	131	185	97	72	147	4	1	1	20	10
mus81	419	240	275	352	350	208	297	200	186	352	782	648	437	321	198
tmem185	315	213	135	82	222	343	68	32	65	78	1340	1213	757	730	403
LOC117807508	0	1	0	0	1	2	0	0	0	0	1	1	5	4	0
LOC117807019	0	1	0	0	0	2	0	0	3	0	0	1	5	5	4
LOC117807020	0	0	4	0	1	0	1	0	0	0	0	1	0	2	5
LOC117807018	7	14	0	0	0	35	4	2	4	3	10	15	40	14	14
LOC117807764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117807596	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
ankrd46b	366	406	495	395	507	289	541	476	337	399	287	306	409	588	315
